id,year,team,lg,g,ab,r,h,hr,sb,bb,so,avg
player12768,2002,ATL,NL,11,446,141,75,39,44,13,155,0.168
player12769,1991,LAD,NL,102,425,143,180,35,72,21,186,0.424
player12770,1992,CHC,NL,25,507,27,154,22,66,14,44,0.304
player12771,2000,ATL,AL,158,51,35,106,54,58,49,64,2.078
player12772,1996,HOU,NL,2,177,137,186,43,61,47,180,1.051
player12773,1988,BOS,NL,36,448,136,90,37,39,63,118,0.201
player12774,1991,NYY,AL,37,112,13,74,24,32,42,180,0.661
player12775,1987,HOU,NL,2,235,125,177,43,67,12,198,0.753
player12776,1999,CHC,AL,108,165,82,147,48,57,42,2,0.891
player12777,1994,BOS,AL,91,550,56,96,44,44,0,176,0.175
player12778,2003,ATL,AL,96,297,76,118,20,71,79,66,0.397
player12779,2004,HOU,NL,4,379,122,183,37,27,76,168,0.483
player12780,1997,LAD,NL,94,166,100,17,26,36,75,14,0.102
player12781,1998,LAD,AL,46,553,38,192,1,76,38,162,0.347
player12782,1997,BOS,AL,109,361,51,78,5,79,12,96,0.216
player12783,1997,LAD,AL,102,453,62,181,34,22,81,81,0.4
player12784,2003,NYY,NL,65,503,60,4,8,67,7,62,0.008
player12785,1994,BOS,AL,56,456,66,14,19,71,10,142,0.031
player12786,2002,BOS,AL,35,297,70,189,54,18,69,1,0.636
player12787,2001,LAD,NL,119,184,27,85,51,32,67,78,0.462
player12788,2002,BOS,NL,101,417,13,108,32,75,91,173,0.259
player12789,1993,ATL,AL,23,122,111,165,46,78,47,188,1.352
player12790,1996,CHC,AL,78,236,21,44,28,58,86,23,0.186
player12791,1987,HOU,AL,44,443,0,60,26,69,23,95,0.135
player12792,1993,CHC,AL,1,426,53,51,0,70,84,171,0.12
player12793,1997,HOU,NL,140,60,111,187,12,16,63,4,3.117
player12794,1986,LAD,AL,141,91,84,99,2,22,69,55,1.088
player12795,1998,NYY,NL,155,233,67,151,0,66,88,118,0.648
player12796,2002,NYY,NL,20,530,126,62,19,44,76,53,0.117
player12797,1999,LAD,AL,111,367,134,187,39,36,16,151,0.51
player12798,1999,LAD,NL,112,236,100,9,57,31,14,175,0.038
player12799,2001,BOS,AL,98,290,70,45,25,66,12,21,0.155
player12800,2002,NYY,NL,6,360,65,195,11,5,79,78,0.542
player12801,1991,CHC,AL,136,137,128,114,5,57,7,18,0.832
player12802,1992,LAD,NL,21,241,130,5,53,63,37,141,0.021
player12803,1986,CHC,NL,103,291,0,43,49,73,8,149,0.148
player12804,2000,HOU,AL,149,436,34,77,8,18,66,10,0.177
player12805,2005,CHC,NL,45,53,15,122,55,60,39,41,2.302
player12806,2003,NYY,NL,70,527,135,123,54,51,58,161,0.233
player12807,1998,HOU,NL,105,49,148,91,35,73,12,180,1.857
player12808,1987,CHC,NL,158,188,4,81,19,78,42,113,0.431
player12809,2004,BOS,NL,138,512,55,30,9,52,77,128,0.059
player12810,2000,BOS,NL,75,176,30,34,9,72,98,85,0.193
player12811,1997,NYY,NL,1,218,89,34,30,33,29,13,0.156
player12812,2000,BOS,NL,138,255,0,146,19,23,84,185,0.573
player12813,2003,LAD,NL,153,357,140,32,24,4,11,10,0.09
player12814,1999,HOU,AL,83,189,31,126,44,62,88,177,0.667
player12815,1991,NYY,NL,74,459,83,186,30,24,45,2,0.405
player12816,1997,HOU,NL,111,8,50,46,46,61,19,139,5.75
player12817,2005,CHC,AL,14,484,91,109,40,71,55,40,0.225
player12818,1991,LAD,NL,131,188,134,70,8,62,5,115,0.372
player12819,1994,NYY,NL,161,22,123,195,52,19,59,69,8.864
player12820,1989,CHC,AL,135,296,57,106,40,47,86,133,0.358
player12821,2002,CHC,NL,108,327,31,129,48,9,20,142,0.394
player12822,1987,CHC,AL,3,10,17,88,23,55,31,83,8.8
player12823,2001,CHC,AL,119,0,108,152,3,61,3,10,inf
player12824,1999,CHC,NL,93,176,7,161,36,27,39,137,0.915
player12825,1993,NYY,AL,154,324,83,100,44,28,57,93,0.309
player12826,1999,BOS,AL,91,141,25,180,23,25,81,46,1.277
player12827,1987,CHC,NL,25,518,17,24,13,16,31,195,0.046
player12828,2001,LAD,NL,43,122,45,149,7,45,46,21,1.221
player12829,1989,NYY,AL,115,443,124,112,48,45,51,27,0.253
player12830,1986,ATL,NL,94,535,129,164,26,71,80,150,0.307
player12831,2005,BOS,AL,44,238,48,128,41,41,40,32,0.538
player12832,1999,LAD,AL,29,154,87,159,52,46,91,135,1.032
player12833,1993,CHC,NL,91,6,7,47,29,21,28,79,7.833
player12834,1988,NYY,AL,57,437,21,134,49,47,74,117,0.307
player12835,1990,NYY,NL,108,471,97,66,13,31,76,75,0.14
player12836,1991,CHC,NL,137,456,98,65,39,53,37,113,0.143
player12837,1993,LAD,NL,22,448,77,184,39,78,85,126,0.411
player12838,1991,NYY,NL,70,102,6,116,57,58,80,163,1.137
player12839,1991,HOU,AL,6,185,127,35,17,16,46,65,0.189
player12840,1989,BOS,NL,155,417,24,92,12,68,9,30,0.221
player12841,1992,LAD,NL,122,352,7,73,28,37,67,156,0.207
player12842,2004,CHC,NL,118,295,130,12,27,5,97,132,0.041
player12843,1992,LAD,AL,52,516,30,120,47,8,64,196,0.233
player12844,1988,HOU,NL,70,521,67,82,51,65,31,22,0.157
player12845,1993,LAD,AL,93,483,31,171,49,19,32,164,0.354
player12846,1986,ATL,AL,151,221,134,61,3,2,30,72,0.276
player12847,1986,CHC,AL,81,584,141,195,26,60,4,37,0.334
player12848,1999,BOS,AL,149,543,11,174,35,25,68,180,0.32
player12849,1991,CHC,NL,74,596,36,157,23,60,35,76,0.263
player12850,1995,ATL,NL,107,504,26,162,57,0,8,35,0.321
player12851,1999,CHC,AL,136,281,84,50,56,29,47,62,0.178
player12852,1989,CHC,AL,14,392,120,52,23,18,0,197,0.133
player12853,1991,BOS,NL,31,452,76,137,2,57,17,49,0.303
player12854,2001,ATL,AL,146,54,88,170,44,59,77,189,3.148
player12855,1986,CHC,AL,94,55,33,102,18,22,17,61,1.855
player12856,1991,HOU,AL,82,55,41,0,38,52,61,156,0.0
player12857,1994,CHC,NL,30,163,63,1,48,18,17,151,0.006
player12858,2000,NYY,AL,30,488,47,100,8,38,87,35,0.205
player12859,1997,CHC,AL,100,7,16,132,21,27,58,100,18.857
player12860,1988,BOS,AL,48,146,148,159,57,2,23,137,1.089
player12861,1996,NYY,NL,27,405,14,108,21,18,48,84,0.267
player12862,2000,HOU,AL,144,65,25,94,54,23,77,134,1.446
player12863,1988,HOU,NL,160,138,98,38,15,55,81,165,0.275
player12864,1999,HOU,NL,157,194,89,155,55,7,44,48,0.799
player12865,1987,ATL,NL,94,288,139,70,7,77,21,132,0.243
player12866,1989,HOU,NL,15,457,21,50,16,50,0,176,0.109
player12867,2004,LAD,AL,44,428,97,115,47,59,20,177,0.269
player12868,1997,BOS,AL,151,194,96,129,36,60,90,46,0.665
player12869,1987,ATL,NL,48,294,73,74,26,70,12,111,0.252
player12870,2002,NYY,AL,151,420,134,47,34,26,53,8,0.112
player12871,1988,LAD,AL,114,49,27,26,34,36,52,90,0.531
player12872,1995,ATL,NL,125,269,39,175,13,50,46,2,0.651
player12873,2001,BOS,NL,14,377,93,63,51,34,74,7,0.167
player12874,1994,NYY,AL,54,541,49,197,42,44,61,185,0.364
player12875,1996,BOS,AL,92,157,113,176,40,2,1,19,1.121
player12876,2000,BOS,AL,150,120,108,136,21,65,67,143,1.133
player12877,1988,NYY,AL,124,577,93,32,21,2,27,11,0.055
player12878,2001,HOU,NL,61,100,9,22,51,36,29,129,0.22
player12879,1997,CHC,NL,18,332,24,92,10,10,51,53,0.277
player12880,1990,BOS,NL,86,294,139,103,31,0,40,124,0.35
player12881,1992,HOU,AL,146,425,118,125,26,18,80,105,0.294
player12882,1994,NYY,NL,57,83,0,69,19,51,96,126,0.831
player12883,2003,BOS,AL,85,54,72,187,45,27,22,194,3.463
player12884,1993,CHC,NL,15,241,37,144,33,73,50,24,0.598
player12885,1997,NYY,AL,106,145,81,129,18,36,92,136,0.89
player12886,2005,ATL,AL,58,367,112,38,9,18,84,173,0.104
player12887,1987,ATL,NL,130,172,139,13,12,77,57,30,0.076
player12888,1995,HOU,NL,14,592,95,79,50,59,77,148,0.133
player12889,2004,ATL,AL,21,30,11,164,51,0,53,70,5.467
player12890,1994,LAD,AL,45,392,55,87,27,11,41,42,0.222
player12891,1993,BOS,NL,34,408,100,67,7,42,2,164,0.164
player12892,1986,BOS,AL,117,260,55,28,52,54,13,29,0.108
player12893,1991,NYY,AL,71,518,106,109,21,42,96,46,0.21
player12894,1997,LAD,AL,79,245,32,18,53,70,33,102,0.073
player12895,2004,BOS,NL,12,425,1,145,27,29,66,161,0.341
player12896,2002,NYY,AL,123,447,51,158,15,7,15,3,0.353
player12897,1987,CHC,AL,7,216,80,139,16,11,67,92,0.644
player12898,1996,BOS,AL,69,529,128,159,39,63,49,5,0.301
player12899,2003,HOU,NL,111,116,51,67,41,72,72,119,0.578
player12900,1996,BOS,NL,103,238,94,150,48,31,50,39,0.63
player12901,2003,CHC,NL,117,275,123,185,39,16,7,18,0.673
player12902,1993,CHC,AL,156,1,92,140,18,39,2,112,140.0
player12903,2000,BOS,AL,98,374,131,121,48,43,96,9,0.324
player12904,1994,CHC,AL,25,289,99,144,53,3,67,33,0.498
player12905,2000,NYY,AL,66,124,7,21,37,56,23,15,0.169
player12906,1992,BOS,AL,51,162,99,72,17,37,53,66,0.444
player12907,2005,BOS,AL,120,196,148,5,36,65,65,143,0.026
player12908,1998,ATL,NL,160,526,74,72,28,48,53,30,0.137
player12909,1998,HOU,AL,125,294,139,65,14,57,38,100,0.221
player12910,1986,BOS,NL,140,462,90,58,20,8,0,22,0.126
player12911,2005,ATL,AL,125,539,33,61,55,23,83,37,0.113
player12912,1989,CHC,AL,147,11,102,135,6,78,24,90,12.273
player12913,1989,HOU,NL,47,194,76,175,50,6,93,196,0.902
player12914,1989,HOU,NL,138,265,80,105,35,55,36,152,0.396
player12915,1998,CHC,AL,10,336,67,8,47,55,55,74,0.024
player12916,1987,NYY,AL,99,275,63,98,21,19,58,114,0.356
player12917,2000,ATL,AL,41,493,102,148,54,35,9,72,0.3
player12918,1989,BOS,NL,55,244,27,37,36,78,10,196,0.152
player12919,1991,ATL,AL,118,27,40,106,5,44,12,51,3.926
player12920,1988,CHC,AL,115,203,83,168,39,39,76,87,0.828
player12921,1992,CHC,NL,43,312,71,2,13,43,98,65,0.006
player12922,1991,NYY,NL,155,364,46,23,16,22,79,193,0.063
player12923,1988,HOU,AL,32,36,14,27,0,68,34,83,0.75
player12924,1989,HOU,AL,115,391,94,125,43,8,48,67,0.32
player12925,1995,CHC,NL,71,242,148,60,1,41,53,33,0.248
player12926,1994,ATL,AL,26,99,47,54,41,33,50,71,0.545
player12927,1991,HOU,NL,58,43,31,41,44,58,13,193,0.953
player12928,2005,BOS,NL,76,64,5,72,37,64,64,14,1.125
player12929,1996,BOS,AL,152,177,87,3,45,66,3,105,0.017
player12930,1992,ATL,NL,114,146,95,90,48,73,64,71,0.616
player12931,2003,NYY,NL,160,560,145,130,35,8,30,87,0.232
player12932,1989,BOS,AL,144,66,107,72,54,27,64,125,1.091
player12933,1990,ATL,NL,90,346,8,189,49,10,93,191,0.546
player12934,1989,ATL,NL,141,45,140,174,20,15,33,32,3.867
player12935,1989,CHC,AL,102,69,26,93,4,22,56,127,1.348
player12936,1998,HOU,AL,6,413,100,162,19,34,8,0,0.392
player12937,2001,CHC,NL,140,453,135,61,40,74,12,89,0.135
player12938,1999,HOU,AL,137,208,65,188,57,23,11,175,0.904
player12939,1996,NYY,NL,84,206,3,142,21,34,72,67,0.689
player12940,1987,NYY,NL,59,380,13,74,39,20,29,129,0.195
player12941,1999,NYY,NL,67,82,24,179,22,77,50,132,2.183
player12942,1992,ATL,AL,152,285,133,63,57,26,87,69,0.221
player12943,1996,ATL,NL,15,456,4,102,56,44,56,184,0.224
player12944,1989,CHC,NL,63,417,148,183,0,0,62,118,0.439
player12945,1992,BOS,AL,50,237,36,158,12,26,15,26,0.667
player12946,2001,HOU,AL,96,345,82,1,23,44,3,48,0.003
player12947,1991,HOU,AL,21,365,52,70,24,36,93,31,0.192
player12948,1991,NYY,AL,1,356,126,60,42,25,19,16,0.169
player12949,1987,HOU,NL,126,60,137,184,27,49,89,35,3.067
player12950,1993,LAD,AL,11,383,147,99,3,37,96,16,0.258
player12951,1992,NYY,AL,150,162,10,8,22,10,14,61,0.049
player12952,1999,HOU,NL,108,577,78,89,48,74,14,116,0.154
player12953,1994,CHC,NL,102,12,95,179,3,68,37,14,14.917
player12954,2000,HOU,AL,88,571,138,9,39,4,35,96,0.016
player12955,2003,ATL,AL,135,106,38,30,57,79,80,141,0.283
player12956,1997,CHC,AL,113,362,128,105,33,13,50,89,0.29
player12957,2004,CHC,AL,100,264,63,142,19,32,86,127,0.538
player12958,1998,CHC,NL,129,107,46,16,16,51,97,188,0.15
player12959,1992,LAD,AL,65,467,90,26,29,23,24,65,0.056
player12960,1995,LAD,NL,64,267,135,181,27,4,98,155,0.678
player12961,1995,HOU,NL,154,234,75,188,23,41,4,75,0.803
player12962,1987,NYY,AL,17,214,125,141,47,45,74,59,0.659
player12963,1999,HOU,NL,139,455,91,71,30,30,77,5,0.156
player12964,1998,HOU,AL,125,277,47,177,31,50,2,169,0.639
player12965,1991,HOU,AL,10,338,105,91,37,34,51,131,0.269
player12966,1994,ATL,AL,66,164,105,29,58,16,87,8,0.177
player12967,1998,CHC,AL,32,40,125,168,28,60,32,145,4.2
player12968,1994,BOS,NL,16,212,114,11,6,75,90,3,0.052
player12969,1998,NYY,AL,112,114,146,82,51,35,24,4,0.719
player12970,1990,NYY,NL,26,460,87,181,53,38,19,91,0.393
player12971,1999,CHC,AL,104,134,65,45,53,70,35,190,0.336
player12972,1990,NYY,NL,74,344,63,196,14,13,10,193,0.57
player12973,1994,CHC,NL,100,32,95,75,55,55,49,87,2.344
player12974,1993,NYY,AL,94,514,71,69,44,79,39,67,0.134
player12975,1992,HOU,AL,137,550,108,4,5,30,76,39,0.007
player12976,1993,ATL,NL,5,351,124,87,53,50,16,125,0.248
player12977,1988,NYY,NL,7,499,118,104,16,62,61,55,0.208
player12978,2000,NYY,NL,65,497,28,145,32,25,38,78,0.292
player12979,1993,BOS,AL,12,278,70,152,43,76,5,53,0.547
player12980,1986,ATL,AL,25,449,132,185,0,75,56,195,0.412
player12981,1992,HOU,AL,141,301,39,183,58,13,9,31,0.608
player12982,2004,ATL,AL,10,517,103,27,2,40,88,82,0.052
player12983,1987,ATL,NL,33,276,2,176,12,12,4,193,0.638
player12984,1999,NYY,NL,103,79,9,86,10,73,59,71,1.089
player12985,2003,LAD,NL,16,450,116,64,11,7,6,125,0.142
player12986,2000,NYY,NL,72,254,92,82,17,30,46,35,0.323
player12987,1999,CHC,NL,33,213,82,37,39,64,18,57,0.174
player12988,2004,BOS,AL,35,106,88,96,15,34,3,199,0.906
player12989,2004,ATL,AL,102,100,73,100,32,43,73,23,1.0
player12990,2002,CHC,NL,76,367,138,197,40,56,43,167,0.537
player12991,2004,HOU,AL,79,561,132,33,3,30,17,68,0.059
player12992,2001,CHC,AL,17,28,106,150,23,28,46,73,5.357
player12993,2005,LAD,AL,27,356,32,90,35,58,88,141,0.253
player12994,2004,ATL,AL,114,402,129,141,46,11,93,40,0.351
player12995,1986,NYY,AL,21,94,117,37,45,4,27,24,0.394
player12996,2004,ATL,NL,149,569,92,77,53,70,53,180,0.135
player12997,1992,BOS,NL,17,141,81,44,43,25,24,175,0.312
player12998,1996,ATL,AL,155,124,109,60,6,15,93,24,0.484
player12999,1990,CHC,NL,76,62,9,136,8,70,2,171,2.194
player13000,2002,CHC,NL,44,371,142,88,36,18,72,85,0.237
player13001,1996,NYY,AL,28,203,26,129,18,78,75,173,0.635
player13002,1993,NYY,AL,25,319,148,8,56,4,7,188,0.025
player13003,1995,NYY,AL,47,138,127,177,57,72,5,67,1.283
player13004,1997,HOU,AL,101,174,12,172,28,21,70,18,0.989
player13005,1995,BOS,NL,23,491,14,34,5,24,70,19,0.069
player13006,1998,HOU,AL,75,181,123,123,35,1,37,26,0.68
player13007,2003,HOU,AL,50,496,111,61,57,47,57,150,0.123
player13008,1995,HOU,NL,65,128,63,92,21,76,72,38,0.719
player13009,2004,ATL,AL,16,521,109,184,21,13,0,174,0.353
player13010,2005,LAD,NL,124,260,98,99,37,65,83,109,0.381
player13011,2002,ATL,NL,50,52,53,45,42,51,79,43,0.865
player13012,2005,NYY,AL,13,90,7,196,2,17,49,46,2.178
player13013,2001,BOS,NL,80,249,96,80,24,10,89,78,0.321
player13014,1990,HOU,AL,35,227,70,97,13,39,44,79,0.427
player13015,1988,ATL,NL,114,435,140,113,4,14,75,166,0.26
player13016,2000,CHC,AL,32,557,12,74,17,36,19,61,0.133
player13017,1987,HOU,AL,87,88,34,157,27,54,47,169,1.784
player13018,1998,ATL,NL,153,294,119,49,29,56,62,47,0.167
player13019,1993,CHC,AL,156,41,49,92,35,17,53,107,2.244
player13020,2002,ATL,NL,109,542,70,14,5,76,93,89,0.026
player13021,1989,ATL,NL,66,582,149,35,30,17,22,185,0.06
player13022,2004,HOU,AL,95,472,136,166,54,28,29,107,0.352
player13023,1994,ATL,NL,97,469,2,187,17,41,78,118,0.399
player13024,2000,NYY,AL,161,74,20,154,24,2,88,125,2.081
player13025,1994,CHC,NL,47,387,125,53,33,21,63,25,0.137
player13026,1994,BOS,AL,118,481,76,1,52,58,56,134,0.002
player13027,1999,LAD,NL,35,539,96,69,59,72,99,192,0.128
player13028,2001,HOU,NL,100,1,9,3,7,47,27,72,3.0
player13029,2002,CHC,NL,64,537,145,46,27,44,16,199,0.086
player13030,1998,NYY,NL,12,170,0,94,6,38,77,123,0.553
player13031,1994,CHC,NL,120,473,37,175,33,67,98,54,0.37
player13032,2000,BOS,AL,44,421,75,184,24,30,58,112,0.437
player13033,1992,HOU,AL,11,532,42,64,53,13,17,62,0.12
player13034,1986,CHC,NL,89,285,50,185,0,70,8,78,0.649
player13035,1986,NYY,AL,46,37,92,117,42,9,52,17,3.162
player13036,1990,HOU,AL,59,124,57,178,58,12,25,181,1.435
player13037,1994,NYY,AL,99,314,59,46,1,62,94,188,0.146
player13038,1997,HOU,NL,149,570,4,76,33,67,91,55,0.133
player13039,1991,LAD,AL,52,43,41,69,31,67,15,118,1.605
player13040,1998,BOS,AL,48,331,1,161,11,61,47,107,0.486
player13041,1993,LAD,NL,78,542,139,164,43,21,86,82,0.303
player13042,2000,ATL,NL,147,164,141,182,53,45,2,102,1.11
player13043,1991,NYY,NL,132,357,46,95,25,78,56,25,0.266
player13044,1991,LAD,NL,102,511,53,43,53,68,23,100,0.084
player13045,1989,NYY,NL,32,454,34,115,21,2,4,120,0.253
player13046,1996,HOU,AL,90,218,46,67,42,52,65,163,0.307
player13047,2003,NYY,AL,156,183,123,170,30,53,62,124,0.929
player13048,1988,ATL,AL,76,382,16,75,32,40,94,134,0.196
player13049,1988,NYY,NL,33,298,130,137,21,76,39,30,0.46
player13050,1997,HOU,AL,142,402,72,193,47,62,29,149,0.48
player13051,1991,HOU,NL,104,440,63,87,7,24,26,62,0.198
player13052,1991,LAD,AL,53,576,83,15,15,77,8,42,0.026
player13053,1993,BOS,AL,108,378,75,34,27,8,40,75,0.09
player13054,2000,CHC,NL,42,561,6,39,13,11,28,39,0.07
player13055,2003,LAD,AL,36,308,117,71,3,7,56,129,0.231
player13056,2005,ATL,AL,25,469,61,92,23,53,78,52,0.196
player13057,2001,CHC,NL,115,50,121,189,18,19,62,107,3.78
player13058,1991,NYY,AL,86,275,124,33,58,59,29,31,0.12
player13059,2002,LAD,AL,9,556,17,125,53,67,22,128,0.225
player13060,1994,CHC,AL,107,433,1,169,24,49,49,195,0.39
player13061,2004,LAD,NL,69,379,10,3,46,57,20,37,0.008
player13062,2003,NYY,NL,149,114,25,190,47,27,53,44,1.667
player13063,1990,HOU,AL,70,135,125,22,16,74,46,131,0.163
player13064,1991,LAD,AL,129,366,146,138,35,53,82,72,0.377
player13065,1997,ATL,NL,31,20,83,22,1,0,77,81,1.1
player13066,1996,CHC,NL,156,529,87,188,44,66,1,40,0.355
player13067,2001,CHC,NL,128,361,140,68,26,67,61,47,0.188
player13068,2005,CHC,AL,131,270,5,179,41,51,74,138,0.663
player13069,2002,LAD,AL,102,218,39,60,7,12,95,188,0.275
player13070,2005,NYY,NL,116,318,120,4,36,56,56,69,0.013
player13071,1994,LAD,NL,4,465,64,16,4,47,47,135,0.034
player13072,1986,LAD,AL,140,403,51,86,45,18,8,146,0.213
player13073,1988,HOU,NL,122,120,1,33,3,72,29,132,0.275
player13074,1994,CHC,AL,62,61,40,93,58,33,97,122,1.525
player13075,2004,NYY,NL,71,96,61,143,5,62,33,24,1.49
player13076,1998,BOS,NL,92,435,29,120,28,23,33,136,0.276
player13077,1999,NYY,AL,135,413,87,107,7,40,65,98,0.259
player13078,2005,LAD,NL,56,128,37,94,47,79,74,192,0.734
player13079,2004,ATL,NL,67,245,29,131,9,40,78,174,0.535
player13080,1992,NYY,AL,141,9,125,51,34,57,37,65,5.667
player13081,1989,CHC,AL,63,576,136,122,52,45,52,43,0.212
player13082,1997,ATL,AL,41,416,100,19,9,16,56,169,0.046
player13083,1999,BOS,AL,151,348,15,175,45,7,88,24,0.503
player13084,1987,BOS,AL,65,418,91,95,15,7,99,99,0.227
player13085,1986,ATL,NL,159,164,75,97,11,33,23,139,0.591
player13086,2003,BOS,NL,97,178,75,178,24,63,14,28,1.0
player13087,2005,ATL,AL,36,53,50,172,14,11,63,139,3.245
player13088,1993,LAD,AL,14,318,8,114,13,44,78,122,0.358
player13089,1988,ATL,NL,160,45,114,176,59,35,93,127,3.911
player13090,1991,LAD,AL,156,429,144,183,5,31,93,198,0.427
player13091,1998,CHC,AL,47,376,33,2,35,57,48,166,0.005
player13092,1994,CHC,AL,80,177,89,41,56,29,66,54,0.232
player13093,1994,BOS,NL,160,518,145,198,2,20,1,38,0.382
player13094,2005,HOU,AL,152,595,97,169,44,27,88,179,0.284
player13095,1994,HOU,NL,14,127,101,98,26,9,6,156,0.772
player13096,2000,ATL,NL,79,490,88,100,16,2,35,169,0.204
player13097,1998,LAD,AL,116,233,123,28,24,20,90,139,0.12
player13098,2001,CHC,AL,1,11,49,144,51,30,6,30,13.091
player13099,1987,CHC,AL,19,585,47,106,47,66,72,165,0.181
player13100,1999,CHC,NL,121,549,44,155,34,60,68,162,0.282
player13101,1991,BOS,AL,58,487,78,59,4,36,93,188,0.121
player13102,1987,CHC,NL,135,406,86,46,29,2,80,117,0.113
player13103,1993,HOU,NL,77,478,44,124,17,75,91,115,0.259
player13104,1989,NYY,NL,115,213,69,10,19,62,73,182,0.047
player13105,1999,BOS,AL,64,20,102,64,26,2,2,14,3.2
player13106,1996,ATL,NL,18,467,146,59,43,4,54,143,0.126
player13107,1999,NYY,NL,50,444,33,87,16,74,53,146,0.196
player13108,1997,BOS,AL,68,210,121,188,33,69,74,185,0.895
player13109,2001,BOS,AL,91,248,86,42,55,71,88,79,0.169
player13110,1991,LAD,AL,16,106,78,166,7,38,71,156,1.566
player13111,2005,NYY,NL,142,516,129,116,56,45,27,157,0.225
player13112,1986,NYY,NL,78,464,37,0,11,20,55,55,0.0
player13113,1997,HOU,AL,135,287,88,8,34,31,12,180,0.028
player13114,1992,NYY,NL,56,28,71,73,2,2,85,152,2.607
player13115,1993,CHC,NL,14,117,59,136,46,11,4,71,1.162
player13116,1994,HOU,AL,109,132,74,130,13,47,96,141,0.985
player13117,1987,CHC,NL,70,157,28,156,44,47,33,17,0.994
player13118,2002,HOU,NL,62,172,59,85,14,23,68,7,0.494
player13119,2005,ATL,AL,43,333,68,41,38,48,95,122,0.123
player13120,1998,HOU,AL,57,420,83,104,2,6,76,159,0.248
player13121,1990,ATL,NL,102,259,11,42,23,29,96,54,0.162
player13122,1995,HOU,NL,75,557,79,93,1,48,5,102,0.167
player13123,1997,ATL,AL,159,135,84,151,4,48,1,112,1.119
player13124,2002,CHC,AL,51,215,54,2,3,0,51,142,0.009
player13125,1991,HOU,AL,67,463,113,7,35,6,14,17,0.015
player13126,1988,LAD,AL,129,223,20,44,1,16,37,139,0.197
player13127,2000,HOU,AL,80,494,116,153,10,41,98,13,0.31
player13128,1992,ATL,AL,60,17,135,110,16,30,40,57,6.471
player13129,1991,BOS,AL,3,203,109,178,11,12,64,102,0.877
player13130,1989,CHC,AL,72,133,94,54,52,10,36,82,0.406
player13131,2004,LAD,NL,114,346,148,32,18,27,66,146,0.092
player13132,1990,BOS,AL,80,107,66,122,12,7,37,37,1.14
player13133,1988,BOS,AL,111,422,124,104,18,14,9,63,0.246
player13134,1994,CHC,AL,54,512,84,162,19,67,97,46,0.316
player13135,1991,HOU,NL,2,14,31,79,20,53,55,67,5.643
player13136,1998,NYY,NL,29,504,112,10,55,78,97,155,0.02
player13137,2005,LAD,AL,16,588,12,176,30,6,57,148,0.299
player13138,1989,HOU,AL,95,503,14,78,30,63,9,35,0.155
player13139,1987,CHC,NL,59,173,1,24,4,61,49,1,0.139
player13140,1989,NYY,AL,139,110,30,137,39,23,85,16,1.245
player13141,1993,CHC,NL,24,116,64,172,1,78,97,192,1.483
player13142,1998,CHC,AL,83,40,102,133,10,66,97,154,3.325
player13143,1995,BOS,AL,160,5,116,155,51,59,40,114,31.0
player13144,2003,HOU,NL,74,275,142,12,23,42,13,169,0.044
player13145,1994,CHC,NL,96,67,83,76,47,70,88,6,1.134
player13146,1986,HOU,NL,87,490,70,63,30,1,86,193,0.129
player13147,1998,NYY,NL,97,126,99,109,1,32,65,64,0.865
player13148,2003,BOS,NL,94,585,11,113,25,41,33,102,0.193
player13149,2000,NYY,NL,94,124,4,157,16,58,98,43,1.266
player13150,1987,NYY,NL,71,257,133,118,59,59,57,145,0.459
player13151,1996,BOS,NL,53,350,4,132,54,38,23,158,0.377
player13152,1999,HOU,NL,114,308,61,70,48,78,79,127,0.227
player13153,2000,NYY,AL,129,248,38,117,10,0,84,78,0.472
player13154,1999,ATL,AL,94,517,106,54,55,32,80,53,0.104
player13155,2001,HOU,AL,98,42,69,179,54,40,95,169,4.262
player13156,2000,CHC,AL,118,402,133,27,41,4,13,65,0.067
player13157,2004,BOS,AL,34,145,74,23,51,72,91,90,0.159
player13158,1994,BOS,NL,61,285,15,176,46,58,96,137,0.618
player13159,1990,HOU,AL,102,198,108,94,12,36,70,135,0.475
player13160,1990,ATL,AL,61,400,24,119,25,59,62,70,0.298
player13161,1996,ATL,AL,8,180,81,92,29,43,13,4,0.511
player13162,2005,ATL,NL,54,191,82,175,19,64,5,9,0.916
player13163,1989,ATL,NL,148,130,111,158,7,77,10,89,1.215
player13164,2005,LAD,NL,46,408,34,151,57,29,26,24,0.37
player13165,2003,BOS,AL,118,413,114,109,42,27,53,135,0.264
player13166,1988,NYY,AL,93,163,53,198,19,8,89,54,1.215
player13167,1989,BOS,AL,31,333,26,19,45,31,52,157,0.057
player13168,1999,BOS,AL,154,150,12,1,10,41,97,118,0.007
player13169,1992,BOS,AL,148,113,107,57,27,33,24,178,0.504
player13170,1993,ATL,AL,22,527,120,53,10,67,35,120,0.101
player13171,2001,ATL,NL,57,360,116,38,8,17,17,29,0.106
player13172,2005,LAD,NL,104,188,30,18,35,39,91,9,0.096
player13173,2000,HOU,NL,154,229,36,69,26,57,55,108,0.301
player13174,1992,BOS,NL,17,294,149,72,5,47,9,113,0.245
player13175,2002,CHC,AL,89,516,96,115,27,15,99,43,0.223
player13176,1997,HOU,AL,101,73,142,131,12,69,50,138,1.795
player13177,2003,LAD,AL,155,29,101,19,44,52,37,45,0.655
